,MAC,timestamp,rssi,label,gateway
137,AC233F8C7BCC,2022-01-07T15:13:29.846Z,-50.0,sala,AC233FC0C810
138,AC233FE05DF6,2022-01-07T15:13:30.121Z,-29.0,sala,AC233FC0C810
139,AC233F8C7BCC,2022-01-07T15:13:32.565Z,-39.0,sala,AC233FC0C810
140,AC233FE05DF6,2022-01-07T15:13:31.936Z,-30.0,sala,AC233FC0C810
141,AC233F8C7BCC,2022-01-07T15:13:34.378Z,-38.0,sala,AC233FC0C810
142,AC233FE05DF6,2022-01-07T15:13:33.762Z,-30.0,sala,AC233FC0C810
143,AC233FE05DF6,2022-01-07T15:13:36.495Z,-27.0,sala,AC233FC0C810
144,AC233F8C7BCC,2022-01-07T15:13:38.009Z,-42.0,sala,AC233FC0C810
145,AC233FE05DF6,2022-01-07T15:13:38.324Z,-27.0,sala,AC233FC0C810
146,AC233F8C7BCC,2022-01-07T15:13:39.826Z,-41.0,sala,AC233FC0C810
147,AC233FE05DF6,2022-01-07T15:13:39.223Z,-28.0,sala,AC233FC0C810
148,AC233F8C7BCC,2022-01-07T15:13:42.549Z,-51.0,sala,AC233FC0C810
149,AC233FE05DF6,2022-01-07T15:13:41.959Z,-30.0,sala,AC233FC0C810
150,AC233F8C7BCC,2022-01-07T15:13:44.363Z,-51.0,sala,AC233FC0C810
151,AC233FE05DF6,2022-01-07T15:13:42.878Z,-30.0,sala,AC233FC0C810
152,AC233F8C7BCC,2022-01-07T15:13:46.172Z,-39.0,sala,AC233FC0C810
153,AC233FE05DF6,2022-01-07T15:13:46.532Z,-31.0,sala,AC233FC0C810
154,AC233F8C7BCC,2022-01-07T15:13:47.988Z,-39.0,sala,AC233FC0C810
155,AC233FE05DF6,2022-01-07T15:13:48.333Z,-31.0,sala,AC233FC0C810
156,AC233F8C7BCC,2022-01-07T15:13:49.804Z,-39.0,sala,AC233FC0C810
157,AC233FE05DF6,2022-01-07T15:13:49.253Z,-31.0,sala,AC233FC0C810
158,AC233F8C7BCC,2022-01-07T15:13:51.613Z,-41.0,sala,AC233FC0C810
159,AC233FE05DF6,2022-01-07T15:13:51.991Z,-27.0,sala,AC233FC0C810
160,AC233F8C7BCC,2022-01-07T15:13:53.424Z,-41.0,sala,AC233FC0C810
161,AC233FE05DF6,2022-01-07T15:13:52.890Z,-27.0,sala,AC233FC0C810
162,AC233F8C7BCC,2022-01-07T15:13:55.238Z,-40.0,sala,AC233FC0C810
163,AC233FE05DF6,2022-01-07T15:13:56.537Z,-30.0,sala,AC233FC0C810
164,AC233F8C7BCC,2022-01-07T15:13:57.056Z,-52.0,sala,AC233FC0C810
165,AC233FE05DF6,2022-01-07T15:13:58.363Z,-30.0,sala,AC233FC0C810
166,AC233F8C7BCC,2022-01-07T15:13:59.780Z,-56.0,sala,AC233FC0C810
167,AC233FE05DF6,2022-01-07T15:14:00.186Z,-30.0,sala,AC233FC0C810
168,AC233F8C7BCC,2022-01-07T15:14:02.502Z,-39.0,sala,AC233FC0C810
169,AC233FE05DF6,2022-01-07T15:14:02.000Z,-30.0,sala,AC233FC0C810
170,AC233F8C7BCC,2022-01-07T15:14:04.317Z,-39.0,sala,AC233FC0C810
171,AC233FE05DF6,2022-01-07T15:14:03.823Z,-30.0,sala,AC233FC0C810
172,AC233F8C7BCC,2022-01-07T15:14:06.133Z,-41.0,sala,AC233FC0C810
173,AC233FE05DF6,2022-01-07T15:14:05.652Z,-27.0,sala,AC233FC0C810
174,AC233F8C7BCC,2022-01-07T15:14:07.042Z,-41.0,sala,AC233FC0C810
175,AC233FE05DF6,2022-01-07T15:14:08.388Z,-27.0,sala,AC233FC0C810
176,AC233F8C7BCC,2022-01-07T15:14:09.760Z,-41.0,sala,AC233FC0C810
177,AC233FE05DF6,2022-01-07T15:14:10.204Z,-27.0,sala,AC233FC0C810
178,AC233F8C7BCC,2022-01-07T15:14:12.483Z,-54.0,sala,AC233FC0C810
179,AC233FE05DF6,2022-01-07T15:14:12.028Z,-30.0,sala,AC233FC0C810
180,AC233F8C7BCC,2022-01-07T15:14:14.294Z,-54.0,sala,AC233FC0C810
181,AC233FE05DF6,2022-01-07T15:14:13.850Z,-30.0,sala,AC233FC0C810
182,AC233F8C7BCC,2022-01-07T15:14:16.122Z,-39.0,sala,AC233FC0C810
183,AC233FE05DF6,2022-01-07T15:14:15.671Z,-30.0,sala,AC233FC0C810
184,AC233F8C7BCC,2022-01-07T15:14:17.921Z,-39.0,sala,AC233FC0C810
185,AC233FE05DF6,2022-01-07T15:14:18.406Z,-30.0,sala,AC233FC0C810
186,AC233F8C7BCC,2022-01-07T15:14:19.733Z,-39.0,sala,AC233FC0C810
187,AC233FE05DF6,2022-01-07T15:14:20.224Z,-30.0,sala,AC233FC0C810
188,AC233F8C7BCC,2022-01-07T15:14:22.452Z,-41.0,sala,AC233FC0C810
189,AC233FE05DF6,2022-01-07T15:14:22.050Z,-27.0,sala,AC233FC0C810
190,AC233F8C7BCC,2022-01-07T15:14:24.278Z,-41.0,sala,AC233FC0C810
191,AC233FE05DF6,2022-01-07T15:14:23.865Z,-28.0,sala,AC233FC0C810
